,A,Y,C1,C2,C3,C4,C5,C6,X1,X2,X3,X4,X5,X6,D1,D2,D3
72,1,1,1,1,1,0,-0.35476729401578866,2.5085498585352255,1,2,0,1,1.47110903287186,0.7255527739464473,0,0,1
73,1,1,0,2,1,1,1.1074083253499925,2.3171251542613445,1,2,1,1,2.081086501313707,0.7255527739464473,1,1,1
74,1,1,0,3,1,0,1.1124379507187578,0.5860031374621042,0,1,1,0,1.7360588038971787,-0.04438666189185758,1,2,0
75,1,0,0,1,1,2,1.0600169701415307,1.839276382863074,1,1,1,1,1.481731727606109,3.1207579214880603,1,2,0
76,0,1,0,3,1,2,2.1190491109583056,1.6664445622334951,0,1,1,0,2.41595108310902,1.805787313614087,1,3,0
77,1,1,1,3,1,3,1.1124379507187578,1.2892384732404465,0,0,1,3,2.6085526049106447,0.32281092932383526,0,3,1
78,1,0,0,1,0,1,1.2429801576909245,1.839276382863074,1,3,0,1,0.8514420563425963,2.6658692590967528,1,0,1
79,1,1,1,3,0,1,1.1124379507187578,2.001945611894758,0,2,0,1,2.7500158717946026,3.3851690937431873,1,0,0
80,1,0,1,1,0,0,0.6782233885956495,1.839276382863074,0,1,0,1,0.8514420563425963,2.6658692590967528,1,3,1
81,1,1,0,2,1,0,1.437512735110512,0.5676587037914211,0,2,0,3,1.1577666015318695,3.3851690937431873,1,3,1
82,0,1,0,1,0,2,2.130853160267826,2.055694238096453,0,0,1,0,2.41595108310902,1.805787313614087,1,0,0
83,0,1,0,2,1,1,0.5430826223525589,2.055694238096453,1,3,0,1,2.41595108310902,1.805787313614087,0,1,1
84,1,0,1,3,1,3,1.2650119938464117,1.839276382863074,1,1,0,1,0.8514420563425963,1.6368194329735604,0,3,0
85,1,0,0,1,0,3,1.2650119938464117,1.839276382863074,1,3,1,1,0.8514420563425963,1.6368194329735604,1,0,0
86,0,1,1,0,0,0,0.5430826223525589,2.055694238096453,1,2,0,2,2.41595108310902,1.805787313614087,1,1,1
87,0,0,1,2,1,3,-1.1497244059565377,0.7573862111574221,1,1,1,0,0.7013498864872362,1.3822218666539232,1,3,0
88,1,0,1,0,0,0,-1.457240096989901,1.839276382863074,0,2,1,1,0.8514420563425963,1.6368194329735604,0,1,1
89,0,1,0,0,1,0,1.3438195111522502,2.055694238096453,0,0,0,1,2.41595108310902,1.805787313614087,1,0,0
90,0,1,0,3,0,1,1.3438195111522502,2.055694238096453,1,3,0,1,2.41595108310902,1.805787313614087,0,2,1
91,1,1,1,2,0,1,0.21682685152365733,2.2689117509305996,1,2,1,3,-0.2253883360225184,-0.3511589656953942,1,0,0
92,0,1,0,2,0,3,-0.679463545177672,2.055694238096453,0,0,0,1,2.41595108310902,1.805787313614087,0,2,1
93,0,0,0,1,0,2,1.3843078353821907,0.7573862111574221,0,1,0,1,0.31439541926089887,1.7940852736562232,0,1,0
94,0,1,0,1,0,0,2.8388564466970947,2.055694238096453,0,0,1,1,2.41595108310902,1.805787313614087,1,3,1
95,0,0,0,1,1,3,1.6924261883843423,0.7573862111574221,1,0,1,0,2.169800083652904,1.3047624829895104,0,2,0
96,0,1,1,3,1,0,2.8388564466970947,1.7606354119122287,0,1,1,1,2.41595108310902,1.805787313614087,0,2,0
97,1,1,0,2,0,0,-0.2721397942615349,1.1970047820009297,1,1,1,3,0.37575247045607996,1.0507578097120933,1,3,0
98,1,0,1,0,0,2,2.0448469935952485,1.839276382863074,1,3,1,3,1.1852331680736024,0.7559039195806245,1,2,1
99,0,0,0,2,1,0,1.7144469896217605,0.7573862111574221,1,3,1,1,1.5223451850474143,3.9283674907373323,1,2,1
100,1,1,1,3,0,2,1.2123468394519836,1.4168708863978097,0,1,0,1,0.22143485988209344,1.2722842861788208,0,0,1
101,1,1,1,1,1,0,1.2123468394519836,2.0722937437204703,0,2,1,3,2.701746289241822,1.2722842861788208,0,1,1
102,0,0,0,0,1,3,-0.3401752065138437,0.7573862111574221,0,3,1,2,0.519013434668611,1.2961948890482509,1,2,1
103,1,1,1,0,1,3,1.2123468394519836,2.0722937437204703,1,1,1,1,0.1230922367640126,1.2722842861788208,0,2,0
104,0,1,0,1,0,2,2.431177290332701,1.7606354119122287,0,3,1,0,2.41595108310902,1.805787313614087,1,1,0
105,1,0,1,1,0,3,1.094297439816412,1.839276382863074,0,3,1,1,1.1852331680736024,2.3717082519934127,0,3,0
106,1,0,1,3,0,1,1.094297439816412,1.839276382863074,0,2,0,1,1.1852331680736024,2.3717082519934127,1,0,0
107,0,1,0,0,1,0,2.2616037413448877,1.7606354119122287,1,0,0,3,2.41595108310902,1.805787313614087,1,2,1
108,1,0,1,3,1,3,1.138412786044818,1.839276382863074,0,1,1,1,1.1852331680736024,2.3717082519934127,0,1,1
109,0,1,0,3,0,2,2.2616037413448877,1.7606354119122287,0,3,0,0,2.41595108310902,1.805787313614087,1,2,1
110,0,0,1,1,1,3,1.5598892745045019,2.7441702007365794,1,0,0,2,1.8501870462908179,0.7853554980878719,0,0,1
111,1,0,1,2,1,0,-0.04887069507778463,1.7116277532338005,1,2,0,2,1.8491651483749336,1.3420718072171773,1,1,1
112,0,0,0,0,0,2,0.571919386523072,2.7441702007365794,0,1,0,3,0.15772434327933715,0.7853554980878719,1,2,1
113,1,1,1,0,1,1,1.0469217981131744,1.9115183896868793,1,3,1,1,1.2014068368543265,1.692026888242317,0,0,1
114,1,0,1,1,0,0,-0.4498895441642725,1.7116277532338005,0,2,1,1,1.8491651483749336,0.5034737507058102,1,1,0
115,0,1,0,0,0,0,0.25298756018993596,1.7606354119122287,0,0,0,3,2.41595108310902,1.805787313614087,0,2,0
116,0,0,1,0,1,1,0.1015594055707445,1.7209162136470066,1,0,0,1,1.5894307384931383,2.6475814416410537,0,1,0
117,1,1,1,2,0,3,0.2763791098111239,1.82165253602188,0,2,1,1,2.736669232339807,2.5437310688845036,1,1,0
118,1,1,1,2,1,2,0.2763791098111239,1.82165253602188,0,1,1,1,2.7476014683361716,2.5437310688845036,1,3,0
119,1,1,1,3,0,0,0.2763791098111239,1.82165253602188,0,2,1,3,2.7476014683361716,0.4346422102555989,0,0,1
120,0,0,0,3,1,3,1.0623919807004008,1.5398215415402783,0,3,0,1,1.3517320768194478,2.127383375225072,0,2,0
121,1,1,1,1,0,1,0.2763791098111239,1.82165253602188,1,2,0,1,1.1468845679426076,3.262218706244697,1,1,0
122,1,0,1,0,0,3,2.3652729678583926,1.529086742159677,0,0,1,1,1.724763418523424,1.9443200296102345,1,1,0
123,0,1,0,0,1,0,0.705791718642794,1.7606354119122287,1,3,1,3,2.41595108310902,1.9078224770453478,0,2,0
124,0,1,1,3,1,1,-0.04753273790369872,1.7606354119122287,0,3,0,2,2.41595108310902,1.9078224770453478,0,1,1
125,0,1,0,2,1,2,0.48078994163861477,1.7606354119122287,0,3,0,1,2.41595108310902,1.9078224770453478,1,2,0
126,1,0,1,3,0,1,2.094846319508042,1.529086742159677,1,0,1,1,1.496327383791969,-0.48554119559349695,0,0,1
127,0,0,1,0,1,2,1.4666297107291393,2.3398887335850915,1,2,0,3,1.407898568619426,3.6552268316957903,1,0,1
128,1,1,1,3,0,3,1.1975301336445985,1.705366063902379,0,1,1,1,1.2257294278320812,0.3093143305984447,0,2,1
129,1,1,0,3,0,0,1.1975301336445985,1.6883681211359292,0,2,0,2,1.2257294278320812,3.338524936740799,1,0,1
130,0,0,0,1,0,3,2.988565803748354,2.3651861213263814,1,0,1,1,1.9077255069729029,1.6236049157345178,1,2,1
131,1,1,0,2,1,3,1.0326531344449723,2.492158494542598,1,3,1,3,1.2257294278320812,0.06749426756486354,1,3,1
132,0,1,0,0,0,0,0.8843145420432794,1.7606354119122287,0,0,0,2,2.41595108310902,1.9078224770453478,0,1,1
133,0,0,1,2,1,2,0.8874699256292288,1.1480332795451735,1,0,0,1,2.3771523324478534,1.940471396755923,0,2,0
134,0,0,0,3,0,3,0.8874699256292288,1.1480332795451735,1,0,1,1,2.3771523324478534,2.3734273276105737,0,0,1
135,1,0,1,2,0,0,0.5459705452922738,1.529086742159677,0,1,1,3,1.0522963056163386,0.9380659180928296,1,2,1
136,0,1,0,2,1,3,-0.11111441919740417,1.7606354119122287,1,0,0,2,2.41595108310902,1.9078224770453478,1,3,0
137,0,1,0,2,1,0,-0.11111441919740417,1.7606354119122287,1,0,0,1,2.41595108310902,1.9078224770453478,0,1,0
138,0,0,0,2,1,3,-0.6923892192266385,1.1480332795451735,1,1,1,0,0.41391827830169725,1.869325960834618,1,3,0
139,0,1,0,2,1,1,0.3278156539490218,1.7606354119122287,0,1,0,0,2.41595108310902,1.9078224770453478,0,2,1
140,1,0,1,0,0,1,0.3558900094099797,1.529086742159677,0,1,0,3,1.561076778888793,0.38532024444401625,1,3,1
141,1,1,0,2,1,3,2.5406250295254194,1.8874221669821007,0,2,1,3,1.6232012661151347,2.607185899074123,0,3,1
142,0,1,0,3,0,3,1.9581169149702975,1.7606354119122287,0,1,1,0,2.41595108310902,1.9078224770453478,1,2,0
143,0,1,0,1,0,0,1.9581169149702975,1.7373843698436346,0,1,1,1,2.41595108310902,1.9078224770453478,0,0,1
144,1,1,1,2,0,2,2.410231677068099,1.7909298967178884,0,0,0,1,1.6232012661151347,1.5507564485066423,1,2,0
145,1,0,0,1,0,3,1.8155010743174744,1.529086742159677,1,1,1,1,1.7328606830982156,-0.5909373576513164,0,2,1
146,1,0,1,2,0,1,2.14252875345578,1.529086742159677,0,1,1,2,1.7698008506997127,-0.5909373576513164,1,3,1
147,1,1,1,0,1,0,1.1062408021688357,2.210227024223871,0,2,1,1,-0.049422735243988214,1.2119954314686245,1,1,1
148,1,1,1,2,1,2,1.2833145819156204,2.210227024223871,1,1,0,3,1.6826494220314596,1.2119954314686245,0,3,1
149,1,0,1,2,1,3,2.14252875345578,1.5457987859695856,1,2,1,1,1.393259802365254,3.698304245068195,1,0,0
150,0,1,0,1,0,2,0.8622272932348252,1.7373843698436346,1,3,0,2,2.41595108310902,1.9078224770453478,1,3,1
151,1,0,1,3,0,0,0.3681458565571951,1.5457987859695856,0,1,0,1,1.6684834569591407,-0.2214769562274017,1,1,0
152,0,0,0,2,0,3,1.1230984108093227,1.891806968257091,1,1,1,3,2.992510684577662,2.762893180565685,1,3,0
153,1,1,1,0,1,0,2.3030141318002455,1.3348666906004576,1,0,0,1,2.436603349473039,-0.17353883363946654,1,1,0
154,1,0,1,2,1,2,1.8057470568191003,1.5457987859695856,0,0,1,1,1.6684834569591407,-0.8619499697571325,1,2,0
155,0,0,1,2,0,2,1.4609542431575244,1.891806968257091,1,0,0,1,-0.2032211509361268,2.762893180565685,0,3,0
156,0,0,0,3,0,0,1.4609542431575244,1.891806968257091,0,1,0,1,0.041852448936487985,0.3615937945950005,1,2,1
157,1,1,1,2,0,2,1.2313836863277365,0.9988013455635614,1,1,1,1,0.09826824461070371,2.082703358494299,0,0,1
158,1,1,0,3,1,0,2.5607642318670054,0.8995176008145693,1,1,0,1,0.09826824461070371,1.5140182585711957,0,3,0
159,0,0,1,3,0,3,2.140314009593162,1.9192272750340715,1,2,0,1,0.7883165238671799,3.2871105806907694,1,3,0
160,1,1,1,3,1,3,1.7855274509051573,2.654828462453402,0,1,1,3,1.3712797750981642,2.602582174739603,1,3,1
161,0,1,0,0,0,1,0.9545599179244837,1.7373843698436346,0,3,0,1,2.41595108310902,1.8493801829671799,0,2,0
162,1,1,1,0,0,0,0.8770385764066888,3.1081042127507192,0,2,0,0,2.9370658421425357,2.244171730604748,1,0,1
163,0,0,0,0,1,0,0.20177834599957967,1.819176804988733,1,0,1,0,2.237162179568066,0.8731218389782471,0,2,1
164,0,0,1,0,0,0,0.20177834599957967,1.819176804988733,0,0,1,2,2.237162179568066,2.360661854227956,0,2,1
165,1,0,1,0,0,0,1.0182222673561612,1.5457987859695856,1,2,1,3,1.0024509002648399,0.4569050023155552,0,3,1
166,1,1,1,3,1,1,0.653424941351396,3.2045778209765348,0,2,1,3,2.2917925120566522,0.8919405564042635,1,2,1
167,0,1,0,2,1,3,0.19236918213384002,1.7373843698436346,0,3,1,0,2.41595108310902,1.838593639968214,0,0,1
168,1,0,1,3,1,1,1.1244662711727602,1.5457987859695856,1,2,0,3,1.9303494648648862,1.546591700352222,0,1,1
169,1,1,1,3,1,3,1.4572664211234354,2.2652144402997245,0,0,1,3,1.7711787634232685,0.2699978055653247,1,0,0
170,1,0,1,1,0,1,2.1730078857304984,1.5457987859695856,1,1,1,1,1.9303494648648862,1.7457154941788402,0,0,0
171,0,1,0,0,1,0,1.4150966298213155,1.7373843698436346,1,1,1,2,2.41595108310902,1.838593639968214,1,3,0
172,1,0,0,0,1,3,2.2532386481934896,1.5457987859695856,0,1,0,1,1.5993397581698559,2.594554592846098,1,2,1
173,1,0,1,0,0,1,0.7933033459955148,1.5457987859695856,1,1,1,1,1.5993397581698559,2.594554592846098,0,1,1
174,1,1,0,3,1,3,3.0205671848769744,2.535665394643247,1,0,1,0,2.2814296080848666,1.794358338391415,0,2,1
175,1,1,0,0,0,0,-0.5255116734851062,2.3803003259941145,0,2,0,1,2.2814296080848666,1.794358338391415,0,2,1
176,0,0,0,2,0,2,1.142368654689384,1.5842228095066444,1,0,0,1,2.0822002734384912,3.4834088348016095,0,2,0
177,0,1,0,3,0,3,0.698493066769195,1.7373843698436346,0,3,0,1,2.41595108310902,1.838593639968214,1,1,1
178,1,1,1,3,1,3,3.0043898982429815,2.31239673722479,1,3,1,3,0.9499513902162194,1.8239789746800135,1,2,1
179,0,1,1,0,0,2,1.5842108180726844,1.7373843698436346,0,0,0,1,2.41595108310902,1.838593639968214,1,2,1
180,1,0,1,3,1,0,2.809207437647781,1.5457987859695856,0,2,1,0,2.8759352443349044,-0.3428890111390155,1,3,0
181,1,1,1,3,1,2,1.1421388698882242,1.1534256773172828,0,0,1,1,0.9499513902162194,1.855713035331815,1,3,0
182,0,0,0,3,0,3,1.7450500685537813,2.165135273025708,1,1,0,0,0.5362395932432791,1.119221902995652,1,1,1
183,1,1,1,0,0,1,1.1421388698882242,2.944805903171049,0,1,1,3,2.8305368336140404,0.7725588351069037,1,2,0
184,1,1,1,3,0,0,1.1421388698882242,2.944805903171049,0,1,1,3,2.8305368336140404,3.0719704439316007,0,0,1
185,1,0,0,3,1,2,2.0098883655874626,1.9130457081157803,1,3,1,1,2.8759352443349044,2.044995224165863,0,2,0
186,1,0,1,1,1,0,1.1934696460755965,1.9130457081157803,0,1,1,1,2.8759352443349044,-0.9517733820979752,1,2,0
187,0,1,0,2,1,3,-0.1905194103736234,1.7373843698436346,1,3,1,2,2.41595108310902,1.883625155798162,0,0,0
188,0,0,0,2,1,0,0.41801610589464944,1.4117104213121388,1,1,0,2,0.4610508955545378,0.4563163380885815,0,1,0
189,1,0,1,1,0,3,2.625558477269866,1.9130457081157803,0,0,1,1,2.8759352443349044,-0.9517733820979752,1,2,0
190,0,1,0,2,0,1,1.6304765982843785,1.7373843698436346,0,1,1,0,2.41595108310902,1.883625155798162,1,0,0
191,0,1,0,0,1,1,1.6304765982843785,1.7373843698436346,1,3,1,2,2.41595108310902,1.883625155798162,0,0,1
192,1,1,1,3,1,2,0.7275547812405792,2.561525847467418,1,3,0,1,0.4389265449241787,1.1798351392930746,0,2,1
193,0,0,0,1,1,2,1.3605317297162496,1.4117104213121388,1,2,0,2,1.2202638489233733,3.559246768207434,1,1,1
194,0,0,0,2,0,2,1.3605317297162496,1.4117104213121388,1,0,1,0,2.096001406747617,2.0535000043807345,0,0,1
195,0,1,0,2,1,3,-0.3235849642879125,1.7373843698436346,0,3,0,2,2.41595108310902,1.883625155798162,0,3,0
196,0,1,0,2,1,1,0.9330185675067906,1.7373843698436346,0,1,0,0,2.41595108310902,1.883625155798162,0,1,0
197,0,1,0,0,1,2,0.9330185675067906,1.7373843698436346,0,1,0,0,2.41595108310902,1.883625155798162,0,3,0
198,0,1,0,1,1,3,0.9330185675067906,1.7373843698436346,0,0,1,1,2.41595108310902,1.883625155798162,0,0,1
199,1,1,1,1,1,2,-0.7889324641021482,1.702942353728372,0,2,0,1,2.2389854592796885,4.020837032471196,1,2,0
200,1,1,1,1,0,2,-0.7889324641021482,1.702942353728372,0,3,1,1,1.1837159122455891,-0.688119800016687,1,0,1
201,1,0,0,0,1,3,0.48470966476971533,1.9130457081157803,1,1,1,1,1.2424077401601865,2.9754894086516464,1,2,0
202,1,0,0,2,0,2,0.7137973338932873,1.9130457081157803,1,0,1,1,1.2424077401601865,0.7971448424149887,1,1,0
203,1,1,1,2,0,3,3.421893948291651,1.385866013189876,0,3,1,1,1.1837159122455891,2.9049539227806065,0,0,1
204,0,0,1,0,0,0,2.8902951348777868,1.4117104213121388,1,3,0,0,3.566033738020524,0.789177114961434,1,2,1
205,1,0,1,3,1,2,0.8903726639620673,1.9130457081157803,0,2,1,1,1.2424077401601865,2.8236071119223474,1,2,1
206,1,0,0,2,1,2,0.8903726639620673,1.9130457081157803,1,2,0,1,1.2424077401601865,0.410356799364858,0,1,1
207,1,1,1,0,1,0,0.1342351321784423,1.385866013189876,0,1,1,1,2.6950707504468694,1.5274274048489063,1,3,1
208,1,0,1,2,1,3,0.7170886064200814,1.9130457081157803,1,3,1,3,1.2424077401601865,-0.8076291860383429,1,3,0
209,1,0,1,1,1,2,0.7170886064200814,1.9130457081157803,1,0,0,1,1.2424077401601865,-0.8076291860383429,0,0,1
210,1,1,0,3,1,0,1.4178861704668182,1.7641116581011889,0,2,1,1,1.8886268116773666,0.47508890286853767,1,3,1
211,0,0,1,2,1,1,2.1119825101316003,1.4117104213121388,1,1,0,3,1.178571146254166,1.7393157697137507,0,2,1
212,0,0,0,2,0,3,1.7547866765533282,1.4117104213121388,1,0,0,1,0.7141093526975083,1.7393157697137507,0,3,0
213,0,1,0,1,1,2,1.1405318297287848,1.7373843698436346,0,3,1,1,2.41595108310902,1.883625155798162,1,2,1
214,1,1,1,0,1,0,1.149697748773373,-0.3021817850253026,0,1,1,1,1.1975629716754397,0.26265542128099395,1,0,1
215,1,0,0,1,1,0,-0.4970890352158195,1.9130457081157803,1,1,1,1,1.725081898663059,1.0234504097614736,1,2,1
216,1,1,1,2,1,3,2.442609030228523,2.468369966188011,1,3,1,3,2.4441614926903785,0.26265542128099395,0,0,0
217,1,1,1,1,0,1,2.442609030228523,2.468369966188011,1,3,0,1,3.0868793976922975,2.170031652769368,1,1,1
218,0,1,1,3,0,2,1.1405318297287848,1.7373843698436346,1,2,1,2,2.41595108310902,1.883625155798162,1,2,0
219,1,0,1,3,0,1,1.6013404997923448,2.1593312969235434,1,1,1,1,1.725081898663059,1.6945708626820633,0,1,0
220,0,0,0,3,1,3,1.301583075382965,1.4117104213121388,0,0,1,1,1.005367228879859,0.6165286422014309,1,3,0
221,0,0,0,1,0,1,1.301583075382965,1.4117104213121388,1,2,0,0,0.6603065866937425,1.1578763325301265,1,2,1
222,0,0,0,0,1,0,1.301583075382965,1.4117104213121388,1,2,0,2,0.6603065866937425,1.1578763325301265,0,2,1
