,A,C1,Y,C2,C3,X1,X2,X3,C4,C5,C6,X4,X5,X6
100,0,0,0,3,2,0,2,0,6.254630744926398,0.7303203343137616,4.415621814704895,4.987021152064266,1.444355178293418,4.990150963680033
101,0,0,0,2,1,1,0,2,5.0077001909070775,0.7303203343137616,2.952855946651278,4.987021152064266,-0.49921900181472223,4.990150963680033
102,0,1,1,2,0,1,0,0,5.9921666235534765,1.051194963021346,4.799722372991747,6.1656893636266705,0.30210475297988704,4.6629971346972585
103,0,0,1,1,2,0,3,2,5.9921666235534765,1.051194963021346,3.83792331526482,6.1656893636266705,0.7797086660397106,4.286584041742087
104,1,0,0,0,2,1,0,2,5.692520807048696,2.6749900128854773,5.749768809528955,6.480045244977004,-0.10305991194984476,3.8332086743430844
105,1,0,0,3,1,0,3,0,5.692520807048696,2.6749900128854773,5.749768809528955,6.480045244977004,-0.10305991194984476,3.8332086743430844
106,1,1,1,3,3,0,3,0,5.7385008911323485,1.7484428198167787,6.070482379195874,5.874024731242107,1.2461012515895444,4.285648513511617
107,1,1,1,3,2,0,2,1,5.7385008911323485,1.2194491608838245,4.393322698290806,5.874024731242107,1.9627569048001305,5.655107166979453
108,1,1,1,3,0,0,3,1,6.201625657582271,1.0264059665823426,5.341531724949586,5.874024731242107,1.056684501123564,4.158634345595481
109,1,1,1,0,1,0,1,1,5.566919706514888,1.8932814889199627,5.341531724949586,5.874024731242107,0.7921332169989368,4.158634345595481
110,1,1,0,1,3,0,0,1,6.208611210177938,2.6749900128854773,4.947244310941635,6.228629985241766,-0.10305991194984476,3.8332086743430844
111,0,0,0,1,2,1,0,2,4.878961651853261,0.7303203343137616,3.8980772522537133,4.987021152064266,-2.2028296986454694,5.14543576236537
112,0,0,0,0,3,0,3,3,4.878961651853261,0.7303203343137616,3.8980772522537133,4.987021152064266,2.7433793456098825,5.14543576236537
113,0,0,1,3,2,0,0,2,3.358166372664688,1.051194963021346,4.34360522524633,5.214670528227675,1.0821019452242249,5.4757077521580255
114,1,0,0,0,1,1,0,0,6.328872432857964,2.6749900128854773,4.947244310941635,6.228629985241766,-0.10305991194984476,5.560805533039263
115,0,1,0,0,0,1,1,1,4.06751534654924,0.7303203343137616,3.3128448175833127,4.987021152064266,2.22456709042047,5.14543576236537
116,0,1,0,0,2,0,3,2,5.769393658362576,0.7303203343137616,3.3128448175833127,4.987021152064266,1.7714803741274867,5.14543576236537
117,1,1,1,1,0,0,3,3,6.74359427702231,2.587922234292799,5.420440756246675,5.874024731242107,1.6654737829503024,4.463337191208519
118,0,1,1,0,1,1,2,2,6.458008273120009,0.42388884186130504,2.7328800907628845,5.214670528227675,1.600645191028432,5.4757077521580255
119,1,0,0,3,0,1,1,2,7.172094951587391,2.6749900128854773,4.947244310941635,6.250958861097626,-0.10305991194984476,5.366305607649684
120,0,1,0,0,1,0,3,1,5.7698640372191194,1.0384843551781133,3.5175562653713652,4.987021152064266,1.7276498372313214,5.14543576236537
121,0,0,1,2,0,1,0,3,5.484989126650231,1.250139721058619,4.623959426161809,5.214670528227675,1.600645191028432,5.4757077521580255
122,1,1,0,1,3,0,2,0,7.172094951587391,1.996427605934589,5.215469991280098,6.250958861097626,-0.10305991194984476,5.366305607649684
123,0,0,0,2,3,0,1,1,5.7698640372191194,1.0384843551781133,3.437359260436202,4.987021152064266,1.0654334876824125,5.14543576236537
124,1,1,0,0,1,0,1,3,7.172094951587391,1.996427605934589,5.215469991280098,6.250958861097626,-0.10305991194984476,5.820025680825546
125,1,0,0,1,1,0,1,0,7.172094951587391,1.996427605934589,5.215469991280098,5.149198240778059,-0.10305991194984476,4.483190131599695
126,1,0,0,0,2,0,3,2,7.172094951587391,1.996427605934589,5.215469991280098,5.149198240778059,-0.10305991194984476,6.797900559345548
127,0,0,0,0,2,0,0,1,4.262483820596667,1.0384843551781133,4.944339449170264,4.987021152064266,1.4988262826460708,5.14543576236537
128,0,1,1,0,3,0,3,3,6.715412506455116,1.5285433793388792,3.228385390952612,5.214670528227675,1.1566820597851608,5.4757077521580255
129,1,1,1,2,2,1,0,2,6.363607590043853,0.4458363568590131,3.993065096491859,6.041751681492844,1.619189701284869,7.137039718719319
130,1,1,0,1,2,0,3,0,7.172094951587391,1.996427605934589,4.855630105127454,5.149198240778059,-0.10305991194984476,5.199320980040439
131,0,0,1,1,1,0,0,2,5.291385179971208,1.5285433793388792,3.087752745261522,5.214670528227675,1.1566820597851608,4.410256500587084
132,0,1,0,2,0,0,0,3,4.7995855095611395,1.0384843551781133,3.1631865410330677,4.987021152064266,-0.26489670872498916,5.14543576236537
133,0,0,1,2,1,0,3,3,5.296491634768268,1.487641814679354,2.5755441622366417,5.214670528227675,1.8170197937026125,4.410256500587084
134,1,1,0,3,1,0,3,2,7.172094951587391,1.996427605934589,4.855630105127454,5.149198240778059,-0.10305991194984476,4.9529766569594615
135,1,1,0,3,3,1,3,1,7.172094951587391,1.996427605934589,4.855630105127454,5.149198240778059,-0.10305991194984476,5.408159083378271
136,1,0,0,0,2,0,1,0,7.172094951587391,1.996427605934589,5.445227249510563,5.149198240778059,-0.10305991194984476,4.894340667997215
137,0,1,0,3,0,1,1,0,3.7125104088348424,1.0384843551781133,3.9519206723597575,4.987021152064266,0.7402592008196607,3.115893888535049
138,1,1,0,1,0,1,1,3,7.172094951587391,2.217617967618991,5.8070407483914614,5.6499522945743434,-0.10305991194984476,4.974609051735193
139,1,0,0,1,2,0,0,0,7.172094951587391,2.217617967618991,5.8070407483914614,5.6499522945743434,-0.10305991194984476,4.974609051735193
140,1,1,1,1,0,1,3,2,8.336767300114245,1.894327554339172,5.130488273249616,6.041751681492844,1.3682317658862742,5.263337202512924
141,0,1,0,1,0,1,2,1,4.668405348989598,1.0384843551781133,2.5673297354467324,4.987021152064266,0.4048081937092247,5.880821766061664
142,0,0,1,0,0,0,3,3,6.094454945663319,0.08890784457977952,4.260898368916568,5.214670528227675,1.2652795978356077,4.410256500587084
143,0,1,1,2,2,1,2,3,6.094454945663319,0.08890784457977952,4.260898368916568,5.214670528227675,1.2652795978356077,4.410256500587084
144,0,0,1,0,3,0,1,2,5.298221569388644,0.08890784457977952,2.950504232661422,5.214670528227675,1.2904828669149395,4.410256500587084
145,1,0,0,3,2,0,3,0,7.172094951587391,2.217617967618991,5.48841825428271,5.6499522945743434,-0.10305991194984476,3.316081908166936
146,0,1,1,0,1,1,3,2,4.395027085106211,0.08890784457977952,3.939452428413423,5.214670528227675,1.742950009057334,4.410256500587084
147,1,1,1,2,0,1,2,0,5.796720501667839,1.6833631766809,4.339989412988748,6.041751681492844,0.18380207099696544,7.25893407843768
148,0,0,0,1,0,1,0,2,5.042026857994121,1.0384843551781133,5.159125569709131,4.987021152064266,1.5241213627473311,5.880821766061664
149,1,0,0,1,0,0,0,2,7.172094951587391,1.0868565545243318,5.48841825428271,5.9202002266399845,-0.10305991194984476,4.559110196037666
150,0,0,0,3,3,0,2,1,4.222497986704919,1.0384843551781133,5.159125569709131,4.987021152064266,1.5241213627473311,5.880821766061664
151,0,1,1,2,2,0,3,1,4.904121011869156,0.08890784457977952,2.4155948206666173,5.214670528227675,0.8766090916274871,4.410256500587084
152,0,0,1,0,3,0,2,3,4.904121011869156,0.08890784457977952,5.188781377967423,5.214670528227675,2.219745176476528,4.410256500587084
153,1,0,1,0,0,1,3,2,5.4389437669308,2.207911874080465,6.430928019554346,6.041751681492844,1.2098536552680679,3.465798881223831
154,1,1,0,1,2,1,0,1,7.172094951587391,2.4461712018681188,5.94849950255782,6.214172223131657,-0.10305991194984476,5.1839748003777695
155,0,0,1,2,2,1,3,2,4.904121011869156,0.08890784457977952,4.28689403896711,5.214670528227675,0.3166892689035308,3.9050999347233777
156,0,0,0,0,0,0,1,3,4.703681188940802,1.0384843551781133,4.162299084060626,4.987021152064266,1.3529266909318785,5.880821766061664
157,0,0,0,1,0,1,0,1,6.357007551688065,1.0384843551781133,4.162299084060626,4.987021152064266,0.1482172628911853,5.880821766061664
158,1,1,1,0,0,0,1,0,5.085938904066891,3.15675670121757,5.218481697067066,6.041751681492844,1.980946001929995,5.91815869789264
159,0,0,0,3,0,1,1,3,3.919819610873807,1.0384843551781133,4.162299084060626,4.987021152064266,1.880956211894801,5.880821766061664
160,0,0,1,1,3,1,0,0,4.9843479624636,0.2597147753415847,6.520536436560988,5.214670528227675,0.5474065665315733,3.266771345056328
161,0,0,0,1,3,1,1,3,3.8109337125260163,1.0384843551781133,5.543122296786395,4.987021152064266,1.0617030144833912,5.880821766061664
162,1,1,1,3,0,0,2,3,6.117286989444238,3.0760984936802327,6.234040976476724,6.041751681492844,3.232925756833898,4.430643492826101
163,1,1,0,2,3,1,3,1,7.172094951587391,2.2820480557195646,4.641104967904471,5.8585056001822355,-0.10305991194984476,5.304529299825212
164,0,1,1,1,1,0,3,2,4.426219686782103,0.2597147753415847,3.181570183704427,5.214670528227675,0.47114047457907293,5.7201432707630415
165,1,0,0,0,0,1,1,2,7.172094951587391,2.2820480557195646,4.641104967904471,5.8585056001822355,3.388512928743748,4.613719331161916
166,1,1,1,0,0,1,0,0,6.158924257744048,1.6633235170790583,6.234040976476724,6.041751681492844,3.0409189037849282,3.5358275677912676
167,1,1,1,0,1,1,3,1,6.158924257744048,1.6633235170790583,3.6376840959510837,6.041751681492844,3.0409189037849282,4.656925601163047
168,1,1,0,2,3,0,0,2,7.172094951587391,2.2820480557195646,4.641104967904471,5.8585056001822355,3.388512928743748,4.259947412941573
169,1,1,1,1,2,1,1,0,6.44699353731926,3.274513941490843,5.83789535477645,6.041751681492844,1.2989970524917402,5.29499485568868
170,0,0,0,2,3,0,0,0,5.841177583975165,1.0384843551781133,5.843246264913823,4.987021152064266,1.5854697478662807,5.880821766061664
171,1,1,1,0,0,0,3,2,6.44699353731926,1.4542254488799675,5.372108442928433,6.041751681492844,3.153324260908197,4.613568447253844
172,0,0,0,3,3,1,0,2,4.672385681712267,1.0384843551781133,2.7573290230302687,4.987021152064266,0.8287713120117348,5.880821766061664
173,0,0,0,2,3,0,3,2,4.672385681712267,1.0384843551781133,5.420115014010886,4.987021152064266,3.5344436338208016,5.880821766061664
174,0,0,1,0,3,0,2,0,2.824971066451057,1.4539909167796117,4.152363292983723,5.214670528227675,0.19901066520066568,5.7201432707630415
175,0,0,0,2,1,0,1,3,6.501759027280979,1.2639863586715538,2.0452281789622986,4.987021152064266,-0.6009979629452329,5.880821766061664
176,0,0,0,3,3,0,1,1,5.594138037678696,1.2639863586715538,2.0452281789622986,5.268943273864823,1.812335459634744,5.880821766061664
177,1,1,1,0,0,0,1,1,7.401389714533312,2.096266601503494,5.86138815887297,6.041751681492844,1.6610066624354338,3.9513265236751045
178,0,0,0,0,1,0,3,3,5.3042279580110785,1.2639863586715538,4.290433467181576,5.268943273864823,1.74395091299885,5.880821766061664
179,1,0,0,3,2,0,2,3,7.172094951587391,1.8699619513532064,4.641104967904471,5.8585056001822355,3.388512928743748,5.516800824246587
180,1,1,1,0,0,1,0,0,4.585052289266903,1.3564447419244803,5.81727192758509,6.041751681492844,0.27052345789495313,4.971130638635627
181,0,0,0,0,3,0,2,0,5.3042279580110785,1.2639863586715538,3.7997992644840304,5.268943273864823,1.982052581509469,5.880821766061664
182,1,0,0,3,0,1,3,2,7.172094951587391,2.1001082661384536,4.641104967904471,5.8585056001822355,2.0859674014446865,3.430880890699802
183,0,1,1,2,2,1,2,2,3.7839975963118153,2.617864591386069,4.258963006745805,5.075692859330056,1.2133376211193057,5.7201432707630415
184,0,1,1,0,2,0,1,0,5.34213847491768,2.617864591386069,4.258963006745805,5.075692859330056,1.2133376211193057,5.7201432707630415
185,0,1,1,0,1,1,0,1,5.953346334017246,2.617864591386069,5.959186572536243,5.075692859330056,1.2133376211193057,5.7201432707630415
186,1,0,0,2,2,0,1,2,7.172094951587391,0.9377182053194515,4.641104967904471,5.922680290248448,2.0463019998673317,3.6753426525639754
187,0,0,0,2,1,0,0,0,6.449810525311439,1.2639863586715538,3.2053174799908133,5.268943273864823,2.7576570524418327,5.880821766061664
188,0,1,0,3,2,0,2,1,4.867075979992644,1.2639863586715538,3.2053174799908133,5.268943273864823,0.6173075766122915,5.880821766061664
189,0,0,1,0,2,1,3,2,4.100820087575348,2.617864591386069,3.9784614698954934,5.075692859330056,2.625047439913049,5.7201432707630415
190,0,0,0,0,1,0,2,3,4.900194785408196,1.2639863586715538,2.996308768344533,5.268943273864823,1.4188504085937836,5.880821766061664
191,0,0,1,3,3,1,1,1,2.7268417905717874,2.617864591386069,2.9515823173572295,5.075692859330056,0.6324131025150195,5.7201432707630415
192,0,0,1,3,0,1,1,2,2.867938496608561,2.617864591386069,2.9515823173572295,5.075692859330056,0.02297613390133857,5.7201432707630415
193,0,0,0,2,3,0,3,2,5.79334599398233,0.6648178345509503,4.453744746890175,5.268943273864823,0.4530986813083776,4.0046028608073
194,1,0,0,2,0,1,1,2,7.172094951587391,0.9377182053194515,5.040662216623342,5.922680290248448,2.0463019998673317,5.504194721934526
195,1,1,1,0,3,1,0,0,6.221013530177773,3.2967608732357956,5.119495030993822,6.259239338191457,2.966264351269888,2.6825237527793497
196,1,1,1,0,0,1,0,2,6.221013530177773,3.2967608732357956,5.119495030993822,6.259239338191457,0.5944880376418937,2.6982981435590236
197,1,1,1,1,1,1,1,2,6.221013530177773,2.471684598401801,5.119495030993822,6.259239338191457,0.9059313869182903,7.472115814156668
198,1,1,0,1,2,0,1,0,7.172094951587391,0.9377182053194515,5.040662216623342,5.543992875295019,2.2187249116319356,5.017348946726738
199,0,1,1,3,0,0,2,0,5.237488598863187,2.617864591386069,3.1112747254557083,5.075692859330056,1.9769526293789528,5.7201432707630415
200,1,1,1,2,1,1,3,1,6.221013530177773,2.4617768032369334,3.2429367872969386,5.6617392310800705,1.5875270137350594,6.034320264836593
201,1,1,0,2,3,0,3,0,7.172094951587391,0.9377182053194515,5.040662216623342,6.061592624047069,2.2187249116319356,5.2219577523562215
202,0,1,1,0,1,1,1,2,4.53903654212045,2.617864591386069,3.375259766564177,5.075692859330056,-0.6358681964760715,5.7201432707630415
203,1,1,1,1,3,0,1,1,6.221013530177773,2.602553246168892,4.158827413352674,5.6617392310800705,0.7861388043416393,5.469221735713254
204,1,1,1,3,2,0,3,2,6.221013530177773,2.602553246168892,4.158827413352674,5.6617392310800705,3.0115054692612833,5.469221735713254
205,1,1,1,1,1,1,3,3,6.221013530177773,2.602553246168892,5.562333338609438,5.6617392310800705,1.2304916812289317,5.469221735713254
206,1,0,0,1,1,0,3,3,5.523647108068138,0.9377182053194515,5.040662216623342,6.061592624047069,2.2187249116319356,4.2333095948045685
